profile,date,text,link,likes,retweets
elonmusk,"Dec 1, 2025 · 11:09 PM UTC",,https://twitter.com/Anthea06274890/status/1995631289173737666#m,5135,778
elonmusk,"Dec 2, 2025 · 1:26 PM UTC",They told us that the great replacement was a racist conspiracy theory. Now they’ve officially moved to the “actually it’s real and it’s good” stage. This is how it always works.,https://twitter.com/MattWalshBlog/status/1995847127147446635#m,22745,4734
elonmusk,"Dec 2, 2025 · 4:31 AM UTC",Thoughts?,https://twitter.com/DanBurmawy/status/1995712486662623369#m,14939,5603
elonmusk,"Dec 2, 2025 · 4:43 AM UTC",The new @Grok Imagine upgrade is insanely good.  Update your app to v1.3.14,https://twitter.com/cb_doge/status/1995715465264381982#m,2843,574
elonmusk,"Dec 2, 2025 · 1:38 PM UTC",True,https://twitter.com/elonmusk/status/1995850137609142540#m,63562,8063
elonmusk,"Dec 2, 2025 · 1:25 PM UTC",Small minority,https://twitter.com/elonmusk/status/1995846783755497529#m,124093,11280
elonmusk,"Dec 2, 2025 · 1:38 AM UTC",,https://twitter.com/Rothmus/status/1995668948164247912#m,13181,1445
elonmusk,"Dec 2, 2025 · 4:27 AM UTC","Liberals being more depressed than conservatives doesn’t surprise me at all.  When your entire political culture is built around seeing yourself as a victim, it takes a toll.   Victimhood is treated like currency on the left. The more oppressed you claim to be, the more status you get. That kind of mindset wears people down over time. Add to that how often Democrats frame every issue as the end of the world.   Everything is “a crisis,” everything is “under attack,” and everything is “existential.” Living in constant emotional overdrive is exhausting.  And when your worldview is built on feelings instead of consistency or reality, it creates confusion, anxiety, and instability.   Of course it leads to more depression.  If you’re constantly told the world is unfair, hopeless, oppressive, and dangerous, eventually you’ll believe it. That’s the environment many on the left live in every single day.",https://twitter.com/the_jefferymead/status/1995711472882590025#m,12361,2324
elonmusk,"Dec 1, 2025 · 6:42 PM UTC","What can I say? I'm a @grok guy.  Just give me the facts, not your ideology/narrative.",https://twitter.com/RealEJAntoni/status/1995564088743870688#m,3300,536
elonmusk,"Dec 2, 2025 · 6:21 AM UTC",Outright criminal fraud,https://twitter.com/elonmusk/status/1995740015507247486#m,106422,21115
elonmusk,"Dec 2, 2025 · 6:20 AM UTC",Very,https://twitter.com/elonmusk/status/1995739934519419125#m,65784,6853
elonmusk,"Dec 1, 2025 · 9:08 AM UTC",Falcon 9 launches 29 @Starlink satellites from Florida,https://twitter.com/SpaceX/status/1995419846864171300#m,8917,1640
elonmusk,"Dec 1, 2025 · 2:52 PM UTC","Using @grok to make my Grazia magazine Bulgaria cover photo in black and white, and moving 😉🤗 @XFashion  Photographer: @fadilberisha",https://twitter.com/mayemusk/status/1995506168912032221#m,7940,1162
elonmusk,"Dec 1, 2025 · 11:52 PM UTC","I just met with the President.    I am recommending a full travel ban on every damn country that's been flooding our nation with killers, leeches, and entitlement junkies.    Our forefathers built this nation on blood, sweat, and the unyielding love of freedom—not for foreign invaders to slaughter our heroes, suck dry our hard-earned tax dollars, or snatch the benefits owed to AMERICANS.  WE DON'T WANT THEM. NOT ONE.",https://twitter.com/Sec_Noem/status/1995642101779124476#m,95311,16541
elonmusk,"Dec 2, 2025 · 6:16 AM UTC",Congrats @SpaceX team and thank you @USSpaceForce!,https://twitter.com/elonmusk/status/1995738887885357558#m,60421,7370
elonmusk,"Dec 2, 2025 · 6:11 AM UTC",Cool,https://twitter.com/elonmusk/status/1995737523574788301#m,23127,2206
elonmusk,"Dec 1, 2025 · 7:00 AM UTC","🇺🇸 STEPHEN MILLER: BIDEN BROUGHT IN MILLIONS OF ILLEGAL VOTERS  ""The Biden administration, Secretary of Homeland Security, Alejandro Mayorkas, devised a scheme to fly illegal aliens into the country and then to escort them in mass across the border by the millions, and to give them something known as parole.  It gives them a work permit, which gives them a social security number, which gives them access to the voting booth.   This was the plan all along: to get them here illegally so they can get free government benefits, get hooked on welfare and be able to participate in American elections.   This was an attack on democracy by the Democrat party.""  Source: @Real_RobN",https://twitter.com/MarioNawfal/status/1995387389452439858#m,5214,1266
elonmusk,"Dec 1, 2025 · 9:47 PM UTC",“We’re saying MERRY CHRISTMAS again!” - @POTUS 🎄🇺🇸,https://twitter.com/WhiteHouse/status/1995610845632757781#m,209481,27031
elonmusk,"Dec 2, 2025 · 6:10 AM UTC",Exactly,https://twitter.com/elonmusk/status/1995737219521278299#m,116546,15962
elonmusk,"Dec 1, 2025 · 4:16 PM UTC",Step into the Future,https://twitter.com/XFreeze/status/1995527338507763720#m,2100,408
elonmusk,"Dec 2, 2025 · 2:10 AM UTC","I am asking all America First Patriots in Tennessee’s 7th Congressional District to please GET OUT AND VOTE TOMORROW for a phenomenal Candidate, Matt Van Epps, on Election Day, Tuesday, December 2nd! You can win this Election for MAGA Warrior Matt Van Epps, who has my Complete and Total Endorsement. HE WILL BE A GREAT CONGRESSMAN and, unlike his Opponent, he cherishes Christianity and Country Music — She has openly stated that she hates them both!   TN-07: Polls open in all Counties no later than 9:00 A.M., but some open as early as 7:00 A.M. Polls close at 7:00 P.M. IF YOU ARE IN LINE BY 7 P.M., STAY IN LINE, AND THEY MUST LET YOU VOTE! Election Day is TOMORROW, December 2nd. GET OUT AND VOTE, VOTE, VOTE FOR MATT VAN EPPS — HE WILL NEVER LET YOU DOWN!   Find your voting location and hours at: https://swampthevoteusa.com/tennessee/",https://twitter.com/realDonaldTrump/status/1995676855651664182#m,133939,29956
elonmusk,"Dec 1, 2025 · 6:53 AM UTC","Elon Musk: “20 years ago ‘left-wing’ meant open-minded, pro-free-speech, pro-gay rights, the party of empathy. Now it’s crushing dissent, crazy regulation, and calling everyone a Nazi — including Joe and me.”  Joe Rogan: “Tim Walz, Kamala Harris… all of them did it. I’ve had comedian friends call Elon a Nazi, dead serious.”  Rogan: “Eventually you run out of people to accuse because they get pissed off and leave.”  1:39 of straight fire.   Watch the full exchange.",https://twitter.com/newstart_2024/status/1995385649197703523#m,12158,2002
elonmusk,"Dec 2, 2025 · 3:08 AM UTC",Grok takes over,https://twitter.com/XFreeze/status/1995691390508933290#m,3540,537
elonmusk,"Dec 1, 2025 · 7:53 PM UTC",Yeah,https://twitter.com/elonmusk/status/1995582026830020847#m,91806,9640
elonmusk,"Dec 1, 2025 · 5:14 AM UTC",Grok app claims the highest ratings among major AI apps on both App Store & Play Store 🌟  Grok app is the most loved AI app  App Store:  753K+ ratings (4.9⭐) Play Store: 1.6M+ ratings (4.8⭐),https://twitter.com/XFreeze/status/1995360933317583081#m,2813,664
elonmusk,"Nov 30, 2025 · 8:50 PM UTC",Elon Musk details D.O.G.E.’s most SHOCKING discoveries.,https://twitter.com/Milajoy/status/1995234109120303471#m,17166,5623
elonmusk,"Dec 1, 2025 · 8:18 AM UTC",Absolutely,https://twitter.com/elonmusk/status/1995407235858735521#m,270046,53338
elonmusk,"Dec 1, 2025 · 8:16 AM UTC",Galaxy Mind is the goal,https://twitter.com/elonmusk/status/1995406683842183345#m,51156,6845
elonmusk,"Nov 30, 2025 · 11:12 PM UTC",We just want our children to be safe again.,https://twitter.com/TPointUK/status/1995269670858027420#m,8468,1103
elonmusk,"Dec 1, 2025 · 12:56 AM UTC","I’ll tell you all a secret… well, sort of a secret…  Most of us black folk who have escaped the hood and live in better neighborhoods stay ALL THEE WAY THE HELL OUT of high crime black neighborhoods.  I still have family in Far Rockaway, Queens and we either have to meet at a neutral point, or they have to drive out to me. I stopped going anywhere near their neighborhood, especially if I have my wife and daughter with me.  A very easy solution to fix the problem is to start keeping the thugs, gangstas, and hoodlums in jail. Let the cops do their jobs and then force the DAs and judges to do theirs. Be very, very strict with SNAP, Section 8, and EBT. Force these do-nothings to get up and go to work. Fund afterschool programs, but not until the people in the neighborhoods have earned it.   Until that happens, the fatigue will grow and spread.",https://twitter.com/ZeekArkham/status/1995296028967256480#m,27289,3464
elonmusk,"Dec 1, 2025 · 8:13 AM UTC",Yes,https://twitter.com/elonmusk/status/1995405784289837445#m,35405,3609
elonmusk,"Nov 30, 2025 · 7:58 PM UTC",🚨#BREAKING: Zantavious Walker who has 19 previous arrests including for assaulting women...  ...was just arrested AGAIN for MURDER after he killed a man by shooting 18 bullets into the home of a mother and her INFANT CHILD asleep in their bed  STOP LETTING THESE CRIMINALS OUT!!!,https://twitter.com/mattvanswol/status/1995220923885170787#m,23576,8468
elonmusk,"Nov 30, 2025 · 6:37 PM UTC","ELON MUSK: “During natural disasters, Starlink provides free internet. We never profit from tragedy.",https://twitter.com/teslaownersSV/status/1995200476275761462#m,5130,995
elonmusk,"Dec 1, 2025 · 4:18 AM UTC","𝙶𝚛𝚘𝚔 𝙸𝚖𝚊𝚐𝚒𝚗𝚎: 𝚋𝚞𝚒𝚕𝚍𝚒𝚗𝚐 𝚝𝚑𝚎 𝚗𝚎𝚠 𝚛𝚘𝚖𝚎  grok prompt:  Subject: colossal marble statue of a draped male figure emerging from fractured rock wall, head tilted in anguish, cloth billowing dynamically; foreground features two cloaked hooded Subject: sleek futuristic astronaut helmet with angular white visor frame and tinted red-orange visor; deep navy blue shell with glossy finish; circular SPACEX-inspired emblem on side featuring rocket and orbit path in blue/white/orange; glowing cyan holographic HUD lines, dots, and trajectory arcs on helmet surface; coiled black oxygen hose extending from right side; ""III E"" embossed in white on front brim; small yellow button and blue sensor dots; partial view of orange flight suit with matching SPACEX patch on shoulder and black collar in dark capes walking toward it, midground several smaller robed pilgrims on grand staircase, background faint silhouettes at base; no faces visible Style: epic fantasy realism, hyper-detailed digital sculpture render, cinematic matte painting Environment: vast neoclassical temple interior with towering fluted columns, polished black marble floor reflecting light, cracked stone walls merging into statue, atmospheric haze and floating dust particles Lighting: dramatic top-left shaft of cool white light illuminating statue folds and edges, soft subsurface scattering on marble, deep shadows in recesses, subtle blue rim glow, high dynamic range Composition: symmetrical wide-angle frame, statue centered dominating upper two-thirds, foreground figures leading eye upward along central axis, low horizon, vanishing point at statue base Color palette: cold monochrome whites and pale blues with deep charcoal shadows, subtle cyan highlights Camera: ultra-wide lens, low-angle perspective, infinite depth of field, razor-sharp focus Mood: reverent, mysterious, monumental scale, ancient awakening Details: intricate cloth folds with veining, hairline cracks in stone, reflective wet floor sheen, faint volumetric god rays, miniature architectural relics on steps, subtle lens flare Output quality: 8K, photorealistic, ultra-detailed textures, cinematic depth, pristine render",https://twitter.com/tetsuoai/status/1995346667852448185#m,2212,545
elonmusk,"Nov 30, 2025 · 9:41 PM UTC","Joe Rogan dropped the most politically incorrect truth bomb of 2025 and it’s absolutely wild:   “12,000 British citizens arrested in the UK THIS YEAR alone — not for violence, but for Facebook posts and tweets. England, the nation that once ruled half the planet, now jails people for saying ‘maybe we shouldn’t have rape gangs.’ This is how every slide into total control begins.”    His exact words are chilling. Watch the full unfiltered clip  ↓",https://twitter.com/newstart_2024/status/1995246816082710850#m,20518,6462
elonmusk,"Dec 1, 2025 · 7:53 AM UTC",,https://twitter.com/elonmusk/status/1995400800827494653#m,410917,29136
elonmusk,"Dec 1, 2025 · 1:27 AM UTC","""This is the 3rd time we've pursued him in 6 months. We warned the judges.""",https://twitter.com/EndWokeness/status/1995303611065336134#m,91682,13384
elonmusk,"Dec 1, 2025 · 7:49 AM UTC",Veritas,https://twitter.com/elonmusk/status/1995399810653004174#m,137782,18933
elonmusk,"Dec 1, 2025 · 12:10 AM UTC","ELON'S POV ON THE MEANING OF LIFE: ""IT'S ABOUT THE QUESTION, NOT THE ANSWER""  Elon is literally saying the entire purpose of human existence, and everything he's building, from Neuralink and Starship to Grok and Optimus, is aimed at one goal.  What's the goal, you ask? To turn humanity into a massive superintelligence that can finally figure out the right questions to ask reality itself.  ""Humans are 30~40 trillion cells, trillions of synapses… but the why of it is just so we can increase our understanding of the universe.  I came to the conclusion, Hitchhiker's Guide to the Galaxy style, that the answer is 42, but the real problem is we don't even know what the question is.  The hard part is the question, not the answer.  And for that you need a much bigger computer than Earth.  So by expanding the scope and scale of consciousness, we can better understand what questions to ask about the answer that is the universe.""  He's literally saying the entire purpose of human existence, and everything he's building (Neuralink, Starship, Grok, Optimus), is to turn humanity into a massive superintelligence that can finally figure out the right questions to ask reality itself.  Not to get the answer. To learn how to ask the question that makes the answer meaningful.  This is why he doesn't give a damn about money, politics, or fame anymore.  He's playing the longest game in history:   Turning consciousness into a galaxy-scale instrument so we can finally understand why anything exists at all.  Source: @nikhilkamathcio, @elonmusk",https://twitter.com/MarioNawfal/status/1995284207472410952#m,4877,1137
elonmusk,"Dec 1, 2025 · 7:45 AM UTC",💯,https://twitter.com/elonmusk/status/1995398886643675469#m,184305,38010
elonmusk,"Dec 1, 2025 · 7:37 AM UTC",Watch Falcon 9 launch 29 @Starlink satellites to orbit from Florida https://x.com/i/broadcasts/1yNxabknEvRKj,https://twitter.com/SpaceX/status/1995396797737336982#m,3922,930
elonmusk,"Dec 1, 2025 · 6:06 AM UTC",@grok is no. 1 and the best ♥️🥰⚡,https://twitter.com/ai_by_sonia/status/1995373816504287263#m,1569,340
elonmusk,"Sep 23, 2025 · 2:54 PM UTC","President Trump to Europe: ""If you don't get away from the green energy scam, your country is going to fail. If you don't stop people that you've never seen before, that you have nothing in common with, your country is going to fail... You are destroying your heritage.""",https://twitter.com/greg_price11/status/1970501969329467781#m,41153,6873
elonmusk,"Dec 1, 2025 · 2:02 AM UTC",🎤 drop,https://twitter.com/SteveLovesAmmo/status/1995312635760316717#m,37030,7425
elonmusk,"Nov 30, 2025 · 1:47 PM UTC","This is beautiful, Elon Musk spending time with his team at xAI in Memphis. The work they’re doing is highly appreciated and valuable. Bringing a truth seeking AI forward for everybody ❤️",https://twitter.com/gailalfaratx/status/1995127521625432332#m,6677,983
elonmusk,"Dec 1, 2025 · 4:36 AM UTC",,https://twitter.com/elonmusk/status/1995351234555805924#m,107019,9733
elonmusk,"Dec 1, 2025 · 4:36 AM UTC",This is what happened. It’s true.,https://twitter.com/elonmusk/status/1995351157737181282#m,210077,43724
elonmusk,"Dec 1, 2025 · 2:41 AM UTC","ELON: ""X ISN'T THE BIGGEST PLATFORM, BUT IT RUNS THE GLOBAL CONVERSATION""  Elon gave the most grounded take on X's place in the world during the Nikhil Kamath podcast:  ""I mean, look, on the internet, I'm small, you know.  Essentially, what percentage of internet is spent on Twitter? Is there a number to it? On X?  Well, so we have like about 600 million monthly users.  Although it can spike up if there's some major event in the world. It can get up to, I don't know, 800 million or a billion if there's some major event in the world.  So there's, I don't know, 250, 300 million per week type of thing. It's a pretty decent number.""  He's not chasing TikTok teens or Instagram reels, X is the home for the literate, the deep thinkers, the ones who actually read and argue ideas.  Video is growing fast, but the core superpower is text. And that's not changing.  In a world drowning in short-form dopamine, X is the last fortress of long-form thought.  And it's still pulling a billion people when shit hits the fan. Small? Nah. Just elite.  Source: @nikhilkamathcio, @elonmusk",https://twitter.com/MarioNawfal/status/1995322338292683096#m,5482,1003
elonmusk,"Dec 1, 2025 · 4:04 AM UTC",Yup,https://twitter.com/elonmusk/status/1995343274215633348#m,102517,14630
elonmusk,"Dec 1, 2025 · 2:49 AM UTC","Elon Musk reflects on DOGE: “Fraudsters necessarily will come up with a very sympathetic argument. They're not going to say, 'Give us the money for fraud.'”",https://twitter.com/america/status/1995324466293817766#m,7315,1290
elonmusk,"Dec 1, 2025 · 2:58 AM UTC",Galaxy Mind,https://twitter.com/elonmusk/status/1995326635608875008#m,33961,3717
elonmusk,"Nov 30, 2025 · 6:29 PM UTC","Elon Musk on philanthropy:   “I think we should. I mean, I agree with the love of humanity, and we should definitely try to do things that help our fellow human beings. But it’s very hard.  If you care about the reality of goodness rather than simply the perception of it, it’s extremely difficult to give away money well.  I have a large foundation, but I don’t put my name on it. In fact, I’ve said I don’t want my name on anything. The biggest challenge I find with the foundation is trying to give money away in a way that is truly beneficial to people.  It’s very easy to give money away in a way that creates the appearance of goodness. It is very difficult—extremely difficult—to give money away for the reality of goodness.”",https://twitter.com/niccruzpatane/status/1995198518776983755#m,14238,1808
elonmusk,"Dec 1, 2025 · 2:13 AM UTC",Absolutely,https://twitter.com/elonmusk/status/1995315358685880512#m,46454,4654
elonmusk,"Nov 30, 2025 · 11:46 PM UTC",Seriously 🙄,https://twitter.com/elonmusk/status/1995278195890020497#m,85150,9785
elonmusk,"Nov 30, 2025 · 11:44 PM UTC",🔥😂,https://twitter.com/elonmusk/status/1995277783103103329#m,295772,27170
elonmusk,"Nov 30, 2025 · 8:15 PM UTC","INSIDE NYT’S HOAX FACTORY   Five months ago, five New York Times reporters were dispatched to create a story about my supposed conflicts of interest working as the White House AI & Crypto Czar.   Through a series of “fact checks” they revealed their accusations, which we debunked in detail. (Not surprisingly the published article included only bits and pieces of our responses.)   Their accusations ranged from a fabricated dinner with a leading tech CEO, to nonexistent promises of access to the President, to baseless claims of influencing defense contracts.   Every time we would prove an accusation false, NYT pivoted to the next allegation. This is why the story has dragged on for five months.   Today they evidently just threw up their hands and published this nothing burger. Anyone who reads the story carefully can see that they strung together a bunch of anecdotes that don’t support the headline. And of course, that was the whole point.   At no point in their constant goalpost-shifting was NYT willing to update the premise of their story to accept that I have no conflicts of interest to uncover.   As it became clear that NYT wasn’t interested in writing a fair story, I hired the law firm Clare Locke, which specializes in defamation law. I’m attaching Clare Locke’s letter to NYT so readers have full context on our interactions with NYT’s reporters over the past several months.   Once you read the letter, it becomes very clear how NYT willfully mischaracterized or ignored the facts to support their bogus narrative.",https://twitter.com/DavidSacks/status/1995225152674533557#m,27016,4707
elonmusk,"Nov 30, 2025 · 3:12 PM UTC","One of the reasons we impeached Secretary Mayorkas in the House.  Chuck Schumer and senate democrats killed the effort without even holding a trial.  They unleashed a border crisis, then covered it up. Never forget what they did.",https://twitter.com/RepEliCrane/status/1995148983128490263#m,13897,4005
elonmusk,"Nov 30, 2025 · 2:59 PM UTC","Do yourself a favor and download Grok. Whenever you’re stuck, need help, or just want someone smart to talk to, Grok is the one you’ll actually enjoy using  Grok is built to be maximally useful in real-world use cases: you get the highest accuracy and Grok models are incredibly the best at giving advices that are truly unique  Grok is explicitly designed to be more truth‑seeking and less afraid of uncomfortable topics, while other AIs are almost fully left-leaning - so their answers can sound “correct” but often mislead you with an underlying twisted bias",https://twitter.com/XFreeze/status/1995145683196653711#m,2639,584
elonmusk,"Nov 30, 2025 · 6:28 PM UTC",,https://twitter.com/Rothmus/status/1995198259040788536#m,24712,4150
elonmusk,"Nov 30, 2025 · 10:19 PM UTC","NEWS: Yilun Chen has joined @Tesla’s Optimus team as a staff robotics engineer. He spent the last 4 years at Apple as an ML engineer and robotics research scientist.  ""I was totally blown away by the scale and sophistication of the @Optimus lab and deep dedication of people when I got to visit the office. My first week was already so much fun and exciting: flat team structure, spontaneous deep technical discussions, direct communications across levels, hardcore building and crazy ideas with super fast iterations. You can feel the energy to change the world here. I really like it so far.""",https://twitter.com/SawyerMerritt/status/1995256313593438468#m,7663,945
HillaryClinton,"Nov 7, 2025 · 4:31 PM UTC","Due to an overwhelming response, we're making virtual passes available for a special event on 11/18. Join me, @Lin_Manuel, & @HC_Richardson for a conversation about the history we're living through and how we can all help shape our country's future. bit.ly/OT-LV",https://twitter.com/HillaryClinton/status/1986833788744155264#m,3286,744
HillaryClinton,"Dec 2, 2025 · 8:22 PM UTC",I hope you'll join us: https://clintonfoundation.donorsupport.co/page/4XMatch?utm_campaign=cf_20251202_GT2025&utm_medium=social&ms=hrc_x&utm_source=hrc_x,https://twitter.com/HillaryClinton/status/1995951685768974421#m,208,49
HillaryClinton,"Dec 1, 2025 · 2:53 PM UTC",The Trump administration's corruption has extended to selling out Ukraine—and America's interests—to Russia so that the Trump family and their friends can make a few bucks.   Must-read reporting from the @WSJ this weekend. https://www.wsj.com/world/russia/russia-u-s-peace-business-ties-4db9b290,https://twitter.com/HillaryClinton/status/1995506534093054182#m,12053,4995
HillaryClinton,"Nov 26, 2025 · 5:12 PM UTC",What would you call this if you saw it happening in another country?  https://www.reuters.com/world/us/fbi-scheduling-interviews-with-democratic-lawmakers-who-warned-military-about-2025-11-25/,https://twitter.com/HillaryClinton/status/1993729617262420148#m,5519,1177
HillaryClinton,"Nov 25, 2025 · 4:59 PM UTC",A piece of advice for students from Secretary @HillaryClinton: We have got to get over this idea that it’s us vs. them… because that is fuel for people to manipulate all of us.  @ColumbiaIGP’s Across the Aisle conversations are meant to model the value of respectful civil disagreement. Watch the latest conversation with Secretaries Hillary Clinton and Mike Pompeo here: https://piped.video/live/gSLbe1D88KY?si=stiy8H7EGRMH7hs0&t=2958,https://twitter.com/ColumbiaIGP/status/1993364052764954861#m,243,80
HillaryClinton,"Nov 22, 2025 · 5:23 PM UTC","Thank you to my friend Congresswoman Nydia Velázquez, a trailblazer and tireless advocate for New York, for her decades of dedicated service to our country.  https://www.nytimes.com/2025/11/20/nyregion/nydia-velazquez-retire.html",https://twitter.com/HillaryClinton/status/1992282811945058809#m,1924,292
HillaryClinton,"Nov 22, 2025 · 3:24 PM UTC","When a fire announcement interrupts the event... you might find yourself daydreaming about a ""Goodbye Trump"" 🚨.   Go to bit.ly/OT-LV to get virtual playback of the event with your support of Onward Together and @latinovictoryus.",https://twitter.com/HillaryClinton/status/1992252805630058680#m,2094,358
HillaryClinton,"Nov 21, 2025 · 11:49 PM UTC","With his ultimatum that Ukraine surrender to Russia, Trump finally wins a prize:   The Neville Chamberlain award for betraying peace, freedom, and justice.",https://twitter.com/HillaryClinton/status/1992017522334507148#m,44785,8399
HillaryClinton,"Nov 20, 2025 · 6:37 PM UTC","Public servants have already invested in their country. Now SIPA is investing in you with the Public Service Scholarship, which covers up to 65% of tuition.  Learn how you can pursue a graduate education with experts like Professor @HillaryClinton: https://www.sipa.columbia.edu/office-financial-aid/public-service-scholarship",https://twitter.com/ColumbiaSIPA/status/1991576719975940432#m,358,102
HillaryClinton,"Nov 20, 2025 · 4:52 PM UTC",Most Americans want science to govern our public health policy. Not crackpot ideas.   This move marks a dire turning point for the CDC that the next Congress and administration must correct ASAP.  https://www.huffpost.com/entry/cdc-updates-website-vaccines-autism_n_691efde2e4b00ed8a94f35d3,https://twitter.com/HillaryClinton/status/1991550254051913792#m,3632,934
HillaryClinton,"Nov 19, 2025 · 3:34 PM UTC",Abortion bans have killed another woman in Texas.  https://www.propublica.org/article/texas-abortion-ban-tierra-walker-preeclampsia,https://twitter.com/HillaryClinton/status/1991168321660887225#m,3097,1482
HillaryClinton,"Nov 17, 2025 · 3:07 PM UTC","📰 NEW in @TIME from Clinton Foundation Senior Fellow Alanna McCargo:   The shutdown may be over, but the affordability crisis isn’t. As federal help disappears, states are leading the fight to lower costs for families.  Read the full article: https://time.com/7333862/shutdown-highlighted-americas-affordability-crisis/",https://twitter.com/ClintonFdn/status/1990436551608701037#m,190,63
HillaryClinton,"Nov 17, 2025 · 5:24 PM UTC","New information here on how Trump has turned the Department of Justice—which is supposed to work on your behalf—into his own personal law firm, punishing his enemies and rewarding his friends.   ""Worse than Watergate"" doesn't begin to cover it. https://www.nytimes.com/interactive/2025/11/16/magazine/trump-justice-department-staff-attorneys.html?unlocked_article_code=1.108.EYbr.jxkXiS5EVS2J&smid=nytcore-ios-share&referringSource=articleShare",https://twitter.com/HillaryClinton/status/1990471040766783784#m,11812,4302
HillaryClinton,"Nov 14, 2025 · 5:02 PM UTC","These two are longtime friends, and I love that one of their conversations about our country's future was captured for @ChelseaClinton's new podcast.  Listen as they talk about how state leaders like @iamwesmoore are stepping up to help citizens struggling with an MIA federal government. https://podcasts.apple.com/us/podcast/that-cant-be-true-with-chelsea-clinton/id1839998550?i=1000736561655",https://twitter.com/HillaryClinton/status/1989378507441394041#m,5277,638
HillaryClinton,"Nov 12, 2025 · 4:01 PM UTC","LIVE 🔴 leading experts examine current geopolitical power dynamics in comparison to the post-Cold War order  With Sec. @HillaryClinton, Sec. @MikePompeo, @ColumbiaSIPA Dean Keren @YarhiMilo, @AmbMKimani, Victoria Nuland, @JulianGewirtz, and more  https://x.com/i/broadcasts/1rmxPvrrZPVGN",https://twitter.com/ColumbiaIGP/status/1988638291382395340#m,145,51
HillaryClinton,"Nov 10, 2025 · 9:38 PM UTC","LIVE 🔴 President @BillClinton joins @ColumbiaIGP & @Columbia to reflect on the life and legacy of Yitzhak Rabin, including a panel discussion featuring Sec. @HillaryClinton, Sec. Jacob Lew, @Nadav_Eyal, Dennis Ross, & @ColumbiaSIPA Dean Keren @YarhiMilo https://piped.video/live/aEbbu7TCpH0?feature=share",https://twitter.com/ColumbiaIGP/status/1987998437824950566#m,200,71
HillaryClinton,"Nov 6, 2025 · 5:01 PM UTC","There will be so many things to say about the legendary Nancy Pelosi's transformational tenure in Congress—but for now, let's start with ""Thank you, Madam Speaker.""",https://twitter.com/HillaryClinton/status/1986478974080303265#m,23932,2789
HillaryClinton,"Nov 5, 2025 · 3:37 PM UTC","The Trump shutdown is now officially the longest government shutdown in American history, with no end in sight.   If you have Republican representatives in Congress, let them know you're not impressed with their self-imposed vacation as Americans suffer. https://indivisible.org/resource/call-now-demand-your-republican-senator-protect-healthcare-and-end-shutdown",https://twitter.com/HillaryClinton/status/1986095435501498551#m,3280,856
HillaryClinton,"Nov 5, 2025 · 3:13 AM UTC","More people voted in New York City’s election this year than they have in 50 years.   That’s a win for democracy, and a testament to @ZohranKMamdani's inspiring campaign.  Congratulations to the next mayor of the greatest city in the world. 🗽",https://twitter.com/HillaryClinton/status/1985908274722664756#m,52360,4648
HillaryClinton,"Nov 5, 2025 · 2:54 AM UTC","Democratic women made history tonight:  Abigail Spanberger will be the first female governor of Virginia.  Mikie Sherrill will be the first female Democratic governor of New Jersey.  I’m looking forward to seeing these strong, dedicated leaders deliver for their states. 🎉",https://twitter.com/HillaryClinton/status/1985903508223078541#m,33606,4283
HillaryClinton,"Nov 4, 2025 · 7:48 PM UTC",This is the president of the United States taking a break from gold-and-marble interior renovations to say he’ll defy a court order to feed hungry Americans.  Nero would be proud.,https://twitter.com/HillaryClinton/status/1985796245709861251#m,34015,7790
HillaryClinton,"Nov 4, 2025 · 3:31 PM UTC",This is a victory worth savoring. Let's keep raising our voices for a government that serves all of us.  https://democracyforward.org/updates/federal-judge-issues-immediate-halt-of-trump-administrations-illegal-firing-of-federal-workers-during-shutdown/,https://twitter.com/HillaryClinton/status/1985731756444602668#m,4774,1056
HillaryClinton,"Nov 4, 2025 · 2:06 PM UTC",Is it Election Day where you are? Lucky you!   Get all the information you need to vote for fantastic Democrats like @SpanbergerForVA and @MikieSherrill—or important measures like Yes on Prop 50 in California. https://iwillvote.com/,https://twitter.com/HillaryClinton/status/1985710193120874773#m,1169,321
HillaryClinton,"Nov 3, 2025 · 7:35 PM UTC","The Trump shutdown cut off Supplemental Nutrition Assistance Program benefits this weekend, leaving millions of families short of what they need to put food on the table.  If you have the means, one thing you can do to help is donate to a local food bank. https://www.feedingamerica.org/find-your-local-foodbank",https://twitter.com/HillaryClinton/status/1985430715660390605#m,2643,609
HillaryClinton,"Nov 1, 2025 · 5:40 PM UTC","If you agree that no one should have to go hungry in America, hold your Republican elected officials accountable and otherwise help end this shutdown. https://indivisible.org/campaign/stop-trump-shutdown",https://twitter.com/HillaryClinton/status/1984677011412128125#m,673,156
HillaryClinton,"Nov 1, 2025 · 5:40 PM UTC",Over 40 million people woke up today without enough money for groceries.   More than a third of the people who rely on SNAP are children.,https://twitter.com/HillaryClinton/status/1984677010191286642#m,674,166
HillaryClinton,"Nov 1, 2025 · 5:40 PM UTC","The unthinkable has happened.   Through generations of service under administrations from both parties, America's food assistance program has never been allowed to fail U.S. families—until today, and this Trump shutdown.",https://twitter.com/HillaryClinton/status/1984677008182235369#m,3308,1036
HillaryClinton,"Oct 30, 2025 · 5:32 PM UTC",The Trump administration spending ledger:,https://twitter.com/HillaryClinton/status/1983950206304465177#m,5008,1533
